Date,Store,Series,UnitsSold,UnitPrice,SalesAmount
2024/2/24,Houston,Luka,8,129.21,1033.68
2024/2/24,Houston,Jordan,15,140.85,2112.75
2024/2/24,Houston,LeBron,7,130.38,912.66
2024/2/24,Houston,KD,2,133.19,266.38
2024/2/24,Houston,Kyrie,11,120.9,1329.9
2024/2/24,Miami,Luka,5,113.89,569.45
2024/2/24,Miami,Jordan,16,152.6,2441.6
2024/2/24,Miami,LeBron,0,134.83,0
2024/2/24,Miami,KD,20,121.32,2426.4
2024/2/24,Miami,Kyrie,20,129.78,2595.6
2024/2/25,New York,Luka,11,111.34,1224.74
2024/2/25,New York,Jordan,2,154.67,309.34
2024/2/25,New York,LeBron,18,141.64,2549.52
2024/2/25,New York,KD,10,122.88,1228.8
2024/2/25,New York,Kyrie,1,127.75,127.75
2024/2/25,Los Angeles,Luka,16,128.35,2053.6
2024/2/25,Los Angeles,Jordan,12,143.57,1722.84
2024/2/25,Los Angeles,LeBron,0,135.1,0
2024/2/25,Los Angeles,KD,20,137.04,2740.8
2024/2/25,Los Angeles,Kyrie,2,127.25,254.5
2024/2/25,Chicago,Luka,9,114.16,1027.44
2024/2/25,Chicago,Jordan,8,157.48,1259.84
2024/2/25,Chicago,LeBron,16,142.19,2275.04
2024/2/25,Chicago,KD,7,130.59,914.13
2024/2/25,Chicago,Kyrie,20,131.29,2625.8
2024/2/25,Houston,Luka,17,121.55,2066.35
2024/2/25,Houston,Jordan,3,141.44,424.32
2024/2/25,Houston,LeBron,11,131.65,1448.15
2024/2/25,Houston,KD,16,132.89,2126.24
2024/2/25,Houston,Kyrie,1,121.37,121.37
2024/2/25,Miami,Luka,0,116.13,0
2024/2/25,Miami,Jordan,11,144.81,1592.91
2024/2/25,Miami,LeBron,1,131.8,131.8
2024/2/25,Miami,KD,11,122.29,1345.19
2024/2/25,Miami,Kyrie,12,125.08,1500.96
2024/2/26,New York,Luka,1,129.97,129.97
2024/2/26,New York,Jordan,3,143.38,430.14
2024/2/26,New York,LeBron,11,144.12,1585.32
2024/2/26,New York,KD,5,122.3,611.5
2024/2/26,New York,Kyrie,12,116.28,1395.36
2024/2/26,Los Angeles,Luka,15,125.94,1889.1
2024/2/26,Los Angeles,Jordan,14,145.74,2040.36
2024/2/26,Los Angeles,LeBron,11,134.9,1483.9
2024/2/26,Los Angeles,KD,15,133.31,1999.65
2024/2/26,Los Angeles,Kyrie,4,124.46,497.84
2024/2/26,Chicago,Luka,3,129.04,387.12
2024/2/26,Chicago,Jordan,6,145.32,871.92
2024/2/26,Chicago,LeBron,20,143.89,2877.8
2024/2/26,Chicago,KD,15,134.36,2015.4
2024/2/26,Chicago,Kyrie,7,119.79,838.53
2024/2/26,Houston,Luka,14,126.25,1767.5
2024/2/26,Houston,Jordan,9,147.06,1323.54
2024/2/26,Houston,LeBron,10,133.29,1332.9
2024/2/26,Houston,KD,12,124.56,1494.72
2024/2/26,Houston,Kyrie,0,132.5,0
2024/2/26,Miami,Luka,7,122.07,854.49
2024/2/26,Miami,Jordan,12,149.67,1796.04
2024/2/26,Miami,LeBron,1,148.37,148.37
2024/2/26,Miami,KD,10,120.97,1209.7
2024/2/26,Miami,Kyrie,20,121.62,2432.4
2024/2/27,New York,Luka,5,120.07,600.35
2024/2/27,New York,Jordan,5,147.16,735.8
2024/2/27,New York,LeBron,20,132.83,2656.6
2024/2/27,New York,KD,5,134.96,674.8
2024/2/27,New York,Kyrie,12,132.6,1591.2
2024/2/27,Los Angeles,Luka,18,115.54,2079.72
2024/2/27,Los Angeles,Jordan,10,146.82,1468.2
2024/2/27,Los Angeles,LeBron,18,135.12,2432.16
2024/2/27,Los Angeles,KD,14,135.02,1890.28
2024/2/27,Los Angeles,Kyrie,4,125.67,502.68
2024/2/27,Chicago,Luka,9,118.87,1069.83
2024/2/27,Chicago,Jordan,2,143.38,286.76
2024/2/27,Chicago,LeBron,6,148.54,891.24
2024/2/27,Chicago,KD,9,138.38,1245.42
2024/2/27,Chicago,Kyrie,19,129.35,2457.65
2024/2/27,Houston,Luka,14,110.24,1543.36
2024/2/27,Houston,Jordan,17,142.29,2418.93
2024/2/27,Houston,LeBron,14,131.53,1841.42
2024/2/27,Houston,KD,18,127.17,2289.06
2024/2/27,Houston,Kyrie,0,130.88,0
2024/2/27,Miami,Luka,4,121.45,485.8
2024/2/27,Miami,Jordan,6,151.45,908.7
2024/2/27,Miami,LeBron,14,133.98,1875.72
2024/2/27,Miami,KD,4,129.88,519.52
2024/2/27,Miami,Kyrie,9,132.41,1191.69
2024/2/28,New York,Luka,12,125.33,1503.96
2024/2/28,New York,Jordan,4,158.19,632.76
2024/2/28,New York,LeBron,20,141.91,2838.2
2024/2/28,New York,KD,10,132.31,1323.1
2024/2/28,New York,Kyrie,15,116.98,1754.7
2024/2/28,Los Angeles,Luka,1,115.48,115.48
2024/2/28,Los Angeles,Jordan,18,146.42,2635.56
2024/2/28,Los Angeles,LeBron,19,144.75,2750.25
2024/2/28,Los Angeles,KD,0,130.94,0
2024/2/28,Los Angeles,Kyrie,0,118.33,0
2024/2/28,Chicago,Luka,16,124.06,1984.96
2024/2/28,Chicago,Jordan,2,156.58,313.16
2024/2/28,Chicago,LeBron,13,133.49,1735.37
2024/2/28,Chicago,KD,20,123.58,2471.6
2024/2/28,Chicago,Kyrie,6,117.01,702.06
2024/2/28,Houston,Luka,6,123.64,741.84
2024/2/28,Houston,Jordan,17,159.51,2711.67
2024/2/28,Houston,LeBron,2,138.42,276.84
2024/2/28,Houston,KD,8,126.91,1015.28
2024/2/28,Houston,Kyrie,10,116.08,1160.8
2024/2/28,Miami,Luka,17,124.85,2122.45
2024/2/28,Miami,Jordan,5,156.28,781.4
2024/2/28,Miami,LeBron,1,141.83,141.83
2024/2/28,Miami,KD,15,126.36,1895.4
2024/2/28,Miami,Kyrie,12,128.1,1537.2
2024/2/29,New York,Luka,15,111.28,1669.2
2024/2/29,New York,Jordan,1,148.11,148.11
2024/2/29,New York,LeBron,0,130.35,0
2024/2/29,New York,KD,19,134.5,2555.5
2024/2/29,New York,Kyrie,13,133.17,1731.21
2024/2/29,Los Angeles,Luka,16,114.96,1839.36
2024/2/29,Los Angeles,Jordan,18,149.83,2696.94
2024/2/29,Los Angeles,LeBron,3,144.18,432.54
2024/2/29,Los Angeles,KD,18,136.91,2464.38
2024/2/29,Los Angeles,Kyrie,18,131.89,2374.02
2024/2/29,Chicago,Luka,9,116.74,1050.66
2024/2/29,Chicago,Jordan,20,146.21,2924.2
2024/2/29,Chicago,LeBron,14,143.11,2003.54
2024/2/29,Chicago,KD,12,136.78,1641.36
2024/2/29,Chicago,Kyrie,0,131.93,0
2024/2/29,Houston,Luka,17,115.77,1968.09
2024/2/29,Houston,Jordan,12,147.82,1773.84
2024/2/29,Houston,LeBron,0,136.04,0
2024/2/29,Houston,KD,12,132.74,1592.88
2024/2/29,Houston,Kyrie,9,129.13,1162.17
2024/2/29,Miami,Luka,0,129.95,0
2024/2/29,Miami,Jordan,6,140.78,844.68
2024/2/29,Miami,LeBron,9,146.82,1321.38
2024/2/29,Miami,KD,18,126.58,2278.44
2024/2/29,Miami,Kyrie,14,133.69,1871.66
2024/3/1,New York,Luka,20,119.89,2397.8
2024/3/1,New York,Jordan,10,146.52,1465.2
2024/3/1,New York,LeBron,20,140.5,2810
2024/3/1,New York,KD,17,137.71,2341.07
2024/3/1,New York,Kyrie,10,115.52,1155.2
2024/3/1,Los Angeles,Luka,15,115.84,1737.6
2024/3/1,Los Angeles,Jordan,2,158.9,317.8
2024/3/1,Los Angeles,LeBron,11,149.03,1639.33
2024/3/1,Los Angeles,KD,4,124.71,498.84
2024/3/1,Los Angeles,Kyrie,8,124.73,997.84
2024/3/1,Chicago,Luka,2,129.67,259.34
2024/3/1,Chicago,Jordan,3,140.27,420.81
2024/3/1,Chicago,LeBron,12,149.23,1790.76
2024/3/1,Chicago,KD,20,120.4,2408
2024/3/1,Chicago,Kyrie,13,130.25,1693.25
2024/3/1,Houston,Luka,3,114.38,343.14
2024/3/1,Houston,Jordan,18,159.21,2865.78
2024/3/1,Houston,LeBron,14,131.04,1834.56
2024/3/1,Houston,KD,6,123.7,742.2
2024/3/1,Houston,Kyrie,14,128.74,1802.36
2024/3/1,Miami,Luka,1,118.01,118.01
2024/3/1,Miami,Jordan,3,154.64,463.92
2024/3/1,Miami,LeBron,15,130.81,1962.15
2024/3/1,Miami,KD,5,129.03,645.15
2024/3/1,Miami,Kyrie,12,130.35,1564.2
2024/3/2,New York,Luka,11,116,1276
2024/3/2,New York,Jordan,17,150.61,2560.37
2024/3/2,New York,LeBron,18,134.91,2428.38
2024/3/2,New York,KD,12,125.02,1500.24
2024/3/2,New York,Kyrie,10,117.73,1177.3
2024/3/2,Los Angeles,Luka,7,111.57,780.99
2024/3/2,Los Angeles,Jordan,15,153.12,2296.8
2024/3/2,Los Angeles,LeBron,9,139.34,1254.06
2024/3/2,Los Angeles,KD,4,129.6,518.4
2024/3/2,Los Angeles,Kyrie,1,122.13,122.13
2024/3/2,Chicago,Luka,15,123.64,1854.6
2024/3/2,Chicago,Jordan,12,144.24,1730.88
2024/3/2,Chicago,LeBron,10,135.64,1356.4
2024/3/2,Chicago,KD,7,122.98,860.86
2024/3/2,Chicago,Kyrie,3,127.2,381.6
2024/3/2,Houston,Luka,3,115.48,346.44
2024/3/2,Houston,Jordan,10,145.66,1456.6
2024/3/2,Houston,LeBron,15,134.06,2010.9
2024/3/2,Houston,KD,1,128.52,128.52
2024/3/2,Houston,Kyrie,4,133.68,534.72
2024/3/2,Miami,Luka,17,124.91,2123.47
2024/3/2,Miami,Jordan,6,148.31,889.86
2024/3/2,Miami,LeBron,15,149.45,2241.75
2024/3/2,Miami,KD,11,127.35,1400.85
2024/3/2,Miami,Kyrie,2,119.38,238.76
2024/3/3,New York,Luka,4,117.78,471.12
2024/3/3,New York,Jordan,16,144.49,2311.84
2024/3/3,New York,LeBron,13,138.76,1803.88
2024/3/3,New York,KD,6,131.94,791.64
2024/3/3,New York,Kyrie,10,116.62,1166.2
2024/3/3,Los Angeles,Luka,16,125.12,2001.92
2024/3/3,Los Angeles,Jordan,4,155.52,622.08
2024/3/3,Los Angeles,LeBron,6,148.18,889.08
2024/3/3,Los Angeles,KD,4,121.51,486.04
2024/3/3,Los Angeles,Kyrie,9,127.74,1149.66
2024/3/3,Chicago,Luka,15,127.27,1909.05
2024/3/3,Chicago,Jordan,20,144.88,2897.6
2024/3/3,Chicago,LeBron,0,147.69,0
2024/3/3,Chicago,KD,5,127.09,635.45
2024/3/3,Chicago,Kyrie,12,122.34,1468.08
2024/3/3,Houston,Luka,12,120.31,1443.72
2024/3/3,Houston,Jordan,2,152.02,304.04
2024/3/3,Houston,LeBron,13,133.93,1741.09
2024/3/3,Houston,KD,12,127.86,1534.32
2024/3/3,Houston,Kyrie,6,129.15,774.9
2024/3/3,Miami,Luka,14,116.04,1624.56
2024/3/3,Miami,Jordan,15,141.87,2128.05
2024/3/3,Miami,LeBron,11,142.79,1570.69
2024/3/3,Miami,KD,3,139.18,417.54
2024/3/3,Miami,Kyrie,15,120.23,1803.45
2024/3/4,New York,Luka,16,115.67,1850.72
2024/3/4,New York,Jordan,11,157.09,1727.99
2024/3/4,New York,LeBron,6,148.8,892.8
2024/3/4,New York,KD,17,136.33,2317.61
2024/3/4,New York,Kyrie,17,128.32,2181.44
2024/3/4,Los Angeles,Luka,2,117.98,235.96
2024/3/4,Los Angeles,Jordan,6,153.64,921.84
2024/3/4,Los Angeles,LeBron,8,131.93,1055.44
2024/3/4,Los Angeles,KD,16,121.18,1938.88
2024/3/4,Los Angeles,Kyrie,6,129.82,778.92
2024/3/4,Chicago,Luka,4,129.57,518.28
2024/3/4,Chicago,Jordan,2,159.22,318.44
2024/3/4,Chicago,LeBron,18,147.43,2653.74
2024/3/4,Chicago,KD,20,135.14,2702.8
2024/3/4,Chicago,Kyrie,16,115.53,1848.48
2024/3/4,Houston,Luka,3,119.5,358.5
2024/3/4,Houston,Jordan,14,145.38,2035.32
2024/3/4,Houston,LeBron,2,145.82,291.64
2024/3/4,Houston,KD,15,130.73,1960.95
2024/3/4,Houston,Kyrie,9,115.3,1037.7
2024/3/4,Miami,Luka,17,113.09,1922.53
2024/3/4,Miami,Jordan,2,149.43,298.86
2024/3/4,Miami,LeBron,1,146.86,146.86
2024/3/4,Miami,KD,5,133.44,667.2
2024/3/4,Miami,Kyrie,11,123.35,1356.85
2024/3/5,New York,Luka,16,111.27,1780.32
2024/3/5,New York,Jordan,18,145.71,2622.78
2024/3/5,New York,LeBron,9,138.71,1248.39
2024/3/5,New York,KD,9,131.59,1184.31
2024/3/5,New York,Kyrie,4,133.06,532.24
2024/3/5,Los Angeles,Luka,2,124.84,249.68
2024/3/5,Los Angeles,Jordan,6,155.65,933.9
2024/3/5,Los Angeles,LeBron,3,134.69,404.07
2024/3/5,Los Angeles,KD,5,132.66,663.3
2024/3/5,Los Angeles,Kyrie,1,131.96,131.96
2024/3/5,Chicago,Luka,2,116.29,232.58
2024/3/5,Chicago,Jordan,12,159.33,1911.96
2024/3/5,Chicago,LeBron,8,136.19,1089.52
2024/3/5,Chicago,KD,15,122.61,1839.15
2024/3/5,Chicago,Kyrie,19,129.01,2451.19
2024/3/5,Houston,Luka,18,127.88,2301.84
2024/3/5,Houston,Jordan,6,159.38,956.28
2024/3/5,Houston,LeBron,18,137.51,2475.18
2024/3/5,Houston,KD,12,127.92,1535.04
2024/3/5,Houston,Kyrie,18,126.23,2272.14
2024/3/5,Miami,Luka,10,120.59,1205.9
2024/3/5,Miami,Jordan,15,157.07,2356.05
2024/3/5,Miami,LeBron,19,131.63,2500.97
2024/3/5,Miami,KD,4,128.35,513.4
2024/3/5,Miami,Kyrie,16,122.74,1963.84
2024/3/6,New York,Luka,20,119.61,2392.2
2024/3/6,New York,Jordan,7,148.17,1037.19
2024/3/6,New York,LeBron,15,135.41,2031.15
2024/3/6,New York,KD,14,135.22,1893.08
2024/3/6,New York,Kyrie,11,126.63,1392.93
2024/3/6,Los Angeles,Luka,3,113.69,341.07
2024/3/6,Los Angeles,Jordan,7,148.2,1037.4
2024/3/6,Los Angeles,LeBron,15,148.92,2233.8
2024/3/6,Los Angeles,KD,13,137.71,1790.23
2024/3/6,Los Angeles,Kyrie,12,117.17,1406.04
2024/3/6,Chicago,Luka,15,119.57,1793.55
2024/3/6,Chicago,Jordan,3,141.98,425.94
2024/3/6,Chicago,LeBron,0,139.5,0
2024/3/6,Chicago,KD,10,136.45,1364.5
2024/3/6,Chicago,Kyrie,4,115.3,461.2
2024/3/6,Houston,Luka,12,121.86,1462.32
2024/3/6,Houston,Jordan,18,154.4,2779.2
2024/3/6,Houston,LeBron,17,146.02,2482.34
2024/3/6,Houston,KD,1,124.52,124.52
2024/3/6,Houston,Kyrie,2,120.54,241.08
2024/3/6,Miami,Luka,6,125.27,751.62
2024/3/6,Miami,Jordan,6,147.94,887.64
2024/3/6,Miami,LeBron,19,136.43,2592.17
2024/3/6,Miami,KD,9,122.12,1099.08
2024/3/6,Miami,Kyrie,8,127.33,1018.64
2024/3/7,New York,Luka,11,110.05,1210.55
2024/3/7,New York,Jordan,15,147.01,2205.15
2024/3/7,New York,LeBron,20,144.63,2892.6
2024/3/7,New York,KD,13,129.02,1677.26
2024/3/7,New York,Kyrie,2,134.83,269.66
2024/3/7,Los Angeles,Luka,1,117.62,117.62
2024/3/7,Los Angeles,Jordan,17,158.01,2686.17
2024/3/7,Los Angeles,LeBron,12,148.63,1783.56
2024/3/7,Los Angeles,KD,6,138.11,828.66
2024/3/7,Los Angeles,Kyrie,4,131.4,525.6
2024/3/7,Chicago,Luka,13,113.74,1478.62
2024/3/7,Chicago,Jordan,14,147.66,2067.24
2024/3/7,Chicago,LeBron,2,135.83,271.66
2024/3/7,Chicago,KD,1,125.52,125.52
2024/3/7,Chicago,Kyrie,7,127.59,893.13
2024/3/7,Houston,Luka,2,120.34,240.68
2024/3/7,Houston,Jordan,19,150.36,2856.84
2024/3/7,Houston,LeBron,8,142.71,1141.68
2024/3/7,Houston,KD,0,136.96,0
2024/3/7,Houston,Kyrie,9,127.15,1144.35
2024/3/7,Miami,Luka,5,119.07,595.35
2024/3/7,Miami,Jordan,19,155.14,2947.66
2024/3/7,Miami,LeBron,11,136.76,1504.36
2024/3/7,Miami,KD,9,129.51,1165.59
2024/3/7,Miami,Kyrie,12,123.82,1485.84
2024/3/8,New York,Luka,0,124.87,0
2024/3/8,New York,Jordan,17,145.74,2477.58
2024/3/8,New York,LeBron,16,135.53,2168.48
2024/3/8,New York,KD,13,130.79,1700.27
2024/3/8,New York,Kyrie,18,117.92,2122.56
2024/3/8,Los Angeles,Luka,1,112.26,112.26
2024/3/8,Los Angeles,Jordan,18,151.55,2727.9
2024/3/8,Los Angeles,LeBron,12,139.52,1674.24
2024/3/8,Los Angeles,KD,19,128.57,2442.83
2024/3/8,Los Angeles,Kyrie,4,122.59,490.36
2024/3/8,Chicago,Luka,1,115.72,115.72
2024/3/8,Chicago,Jordan,0,151.96,0
2024/3/8,Chicago,LeBron,11,130.65,1437.15
2024/3/8,Chicago,KD,6,126.57,759.42
2024/3/8,Chicago,Kyrie,5,117.94,589.7
2024/3/8,Houston,Luka,20,113.37,2267.4
2024/3/8,Houston,Jordan,13,145.96,1897.48
2024/3/8,Houston,LeBron,2,147.11,294.22
2024/3/8,Houston,KD,1,122.91,122.91
2024/3/8,Houston,Kyrie,9,119.54,1075.86
2024/3/8,Miami,Luka,13,129.75,1686.75
2024/3/8,Miami,Jordan,12,143.76,1725.12
2024/3/8,Miami,LeBron,16,136.75,2188
2024/3/8,Miami,KD,12,120.86,1450.32
2024/3/8,Miami,Kyrie,17,121.45,2064.65
2024/3/9,New York,Luka,14,113.81,1593.34
2024/3/9,New York,Jordan,0,153.61,0
2024/3/9,New York,LeBron,2,133.74,267.48
2024/3/9,New York,KD,6,136.06,816.36
2024/3/9,New York,Kyrie,17,117.5,1997.5
2024/3/9,Los Angeles,Luka,6,113.89,683.34
2024/3/9,Los Angeles,Jordan,1,147.13,147.13
2024/3/9,Los Angeles,LeBron,14,133.59,1870.26
2024/3/9,Los Angeles,KD,0,131.88,0
2024/3/9,Los Angeles,Kyrie,18,118.88,2139.84
2024/3/9,Chicago,Luka,18,117.13,2108.34
2024/3/9,Chicago,Jordan,0,144.25,0
2024/3/9,Chicago,LeBron,6,135.85,815.1
2024/3/9,Chicago,KD,18,137.11,2467.98
2024/3/9,Chicago,Kyrie,0,126.61,0
2024/3/9,Houston,Luka,12,126.96,1523.52
2024/3/9,Houston,Jordan,0,148,0
2024/3/9,Houston,LeBron,17,134.45,2285.65
2024/3/9,Houston,KD,19,122.36,2324.84
2024/3/9,Houston,Kyrie,9,126.77,1140.93
2024/3/9,Miami,Luka,18,115.3,2075.4
2024/3/9,Miami,Jordan,1,145.57,145.57
2024/3/9,Miami,LeBron,17,141.62,2407.54
2024/3/9,Miami,KD,17,130.94,2225.98
2024/3/9,Miami,Kyrie,15,116.33,1744.95
2024/3/10,New York,Luka,19,128.46,2440.74
2024/3/10,New York,Jordan,20,142.65,2853
2024/3/10,New York,LeBron,20,138.65,2773
2024/3/10,New York,KD,15,125.68,1885.2
2024/3/10,New York,Kyrie,0,117.05,0
2024/3/10,Los Angeles,Luka,5,129.37,646.85
2024/3/10,Los Angeles,Jordan,17,146.57,2491.69
2024/3/10,Los Angeles,LeBron,8,146.33,1170.64
2024/3/10,Los Angeles,KD,15,126.45,1896.75
2024/3/10,Los Angeles,Kyrie,1,116.69,116.69
2024/3/10,Chicago,Luka,7,117.38,821.66
2024/3/10,Chicago,Jordan,2,156.81,313.62
2024/3/10,Chicago,LeBron,20,144.78,2895.6
2024/3/10,Chicago,KD,10,129.16,1291.6
2024/3/10,Chicago,Kyrie,12,124.52,1494.24
2024/3/10,Houston,Luka,20,122.22,2444.4
2024/3/10,Houston,Jordan,19,145.47,2763.93
2024/3/10,Houston,LeBron,5,144.9,724.5
2024/3/10,Houston,KD,15,127.27,1909.05
2024/3/10,Houston,Kyrie,16,115.08,1841.28
2024/3/10,Miami,Luka,9,124.19,1117.71
2024/3/10,Miami,Jordan,9,159.51,1435.59
2024/3/10,Miami,LeBron,1,133.64,133.64
2024/3/10,Miami,KD,18,128.59,2314.62
2024/3/10,Miami,Kyrie,12,130.05,1560.6
2024/3/11,New York,Luka,2,126.66,253.32
2024/3/11,New York,Jordan,18,155.21,2793.78
2024/3/11,New York,LeBron,18,147.08,2647.44
2024/3/11,New York,KD,5,130.94,654.7
2024/3/11,New York,Kyrie,5,118.44,592.2
2024/3/11,Los Angeles,Luka,9,119.5,1075.5
2024/3/11,Los Angeles,Jordan,18,157.02,2826.36
2024/3/11,Los Angeles,LeBron,20,136.25,2725
2024/3/11,Los Angeles,KD,5,137.04,685.2
2024/3/11,Los Angeles,Kyrie,13,128.11,1665.43
2024/3/11,Chicago,Luka,1,118.16,118.16
2024/3/11,Chicago,Jordan,19,140.99,2678.81
2024/3/11,Chicago,LeBron,11,131.77,1449.47
2024/3/11,Chicago,KD,19,123.51,2346.69
2024/3/11,Chicago,Kyrie,16,125.14,2002.24
2024/3/11,Houston,Luka,2,114.35,228.7
2024/3/11,Houston,Jordan,0,153.24,0
2024/3/11,Houston,LeBron,4,149.19,596.76
2024/3/11,Houston,KD,11,129.72,1426.92
2024/3/11,Houston,Kyrie,14,122.2,1710.8
2024/3/11,Miami,Luka,9,123.9,1115.1
2024/3/11,Miami,Jordan,2,151.32,302.64
2024/3/11,Miami,LeBron,5,133.09,665.45
2024/3/11,Miami,KD,14,126.73,1774.22
2024/3/11,Miami,Kyrie,5,134.37,671.85
2024/3/12,New York,Luka,1,110.82,110.82
2024/3/12,New York,Jordan,3,142.7,428.1
2024/3/12,New York,LeBron,7,130.21,911.47
2024/3/12,New York,KD,5,130.95,654.75
2024/3/12,New York,Kyrie,4,120.51,482.04
2024/3/12,Los Angeles,Luka,14,114.54,1603.56
2024/3/12,Los Angeles,Jordan,20,153.12,3062.4
2024/3/12,Los Angeles,LeBron,0,146.69,0
2024/3/12,Los Angeles,KD,3,125.26,375.78
2024/3/12,Los Angeles,Kyrie,9,118.17,1063.53
2024/3/12,Chicago,Luka,5,125.47,627.35
2024/3/12,Chicago,Jordan,7,153.36,1073.52
2024/3/12,Chicago,LeBron,6,134.52,807.12
2024/3/12,Chicago,KD,13,122.23,1588.99
2024/3/12,Chicago,Kyrie,18,134.82,2426.76
2024/3/12,Houston,Luka,3,125.6,376.8
2024/3/12,Houston,Jordan,19,152.28,2893.32
2024/3/12,Houston,LeBron,18,136.46,2456.28
2024/3/12,Houston,KD,6,121.85,731.1
2024/3/12,Houston,Kyrie,2,122.25,244.5
2024/3/12,Miami,Luka,16,112.08,1793.28
2024/3/12,Miami,Jordan,12,158.3,1899.6
2024/3/12,Miami,LeBron,4,140.55,562.2
2024/3/12,Miami,KD,3,133.53,400.59
2024/3/12,Miami,Kyrie,10,120.39,1203.9
2024/3/13,New York,Luka,9,121.44,1092.96
2024/3/13,New York,Jordan,17,151.24,2571.08
2024/3/13,New York,LeBron,10,141.71,1417.1
2024/3/13,New York,KD,19,132.66,2520.54
2024/3/13,New York,Kyrie,17,124.35,2113.95
2024/3/13,Los Angeles,Luka,9,128.15,1153.35
2024/3/13,Los Angeles,Jordan,14,143.6,2010.4
2024/3/13,Los Angeles,LeBron,12,134.39,1612.68
2024/3/13,Los Angeles,KD,2,124.59,249.18
2024/3/13,Los Angeles,Kyrie,14,117.46,1644.44
2024/3/13,Chicago,Luka,14,118.6,1660.4
2024/3/13,Chicago,Jordan,20,157.16,3143.2
2024/3/13,Chicago,LeBron,13,148.54,1931.02
2024/3/13,Chicago,KD,1,133.65,133.65
2024/3/13,Chicago,Kyrie,10,123.18,1231.8
2024/3/13,Houston,Luka,6,110.57,663.42
2024/3/13,Houston,Jordan,14,142.69,1997.66
2024/3/13,Houston,LeBron,14,141.42,1979.88
2024/3/13,Houston,KD,5,120.6,603
2024/3/13,Houston,Kyrie,17,132.39,2250.63
2024/3/13,Miami,Luka,9,112.89,1016.01
2024/3/13,Miami,Jordan,17,148.68,2527.56
2024/3/13,Miami,LeBron,5,143.74,718.7
2024/3/13,Miami,KD,9,134.86,1213.74
2024/3/13,Miami,Kyrie,10,124.41,1244.1
2024/3/14,New York,Luka,13,120.86,1571.18
2024/3/14,New York,Jordan,15,141.65,2124.75
2024/3/14,New York,LeBron,10,130.54,1305.4
2024/3/14,New York,KD,13,134.63,1750.19
2024/3/14,New York,Kyrie,18,117.27,2110.86
2024/3/14,Los Angeles,Luka,15,111.87,1678.05
2024/3/14,Los Angeles,Jordan,7,147.05,1029.35
2024/3/14,Los Angeles,LeBron,1,134.28,134.28
2024/3/14,Los Angeles,KD,12,127.84,1534.08
2024/3/14,Los Angeles,Kyrie,2,116.86,233.72
2024/3/14,Chicago,Luka,0,129.21,0
2024/3/14,Chicago,Jordan,12,145.28,1743.36
2024/3/14,Chicago,LeBron,16,143.33,2293.28
2024/3/14,Chicago,KD,9,136.17,1225.53
2024/3/14,Chicago,Kyrie,8,123.38,987.04
2024/3/14,Houston,Luka,18,117.18,2109.24
2024/3/14,Houston,Jordan,9,159.23,1433.07
2024/3/14,Houston,LeBron,15,140.83,2112.45
2024/3/14,Houston,KD,4,124.38,497.52
2024/3/14,Houston,Kyrie,14,131.67,1843.38
2024/3/14,Miami,Luka,10,128.64,1286.4
2024/3/14,Miami,Jordan,3,145.88,437.64
2024/3/14,Miami,LeBron,4,142.46,569.84
2024/3/14,Miami,KD,11,134.64,1481.04
2024/3/14,Miami,Kyrie,15,125.87,1888.05
2024/3/15,New York,Luka,1,119.59,119.59
2024/3/15,New York,Jordan,4,145.08,580.32
2024/3/15,New York,LeBron,12,135.17,1622.04
2024/3/15,New York,KD,11,137.55,1513.05
2024/3/15,New York,Kyrie,15,134.59,2018.85
2024/3/15,Los Angeles,Luka,18,125.34,2256.12
2024/3/15,Los Angeles,Jordan,3,141.24,423.72
2024/3/15,Los Angeles,LeBron,0,136.32,0
2024/3/15,Los Angeles,KD,7,139.4,975.8
2024/3/15,Los Angeles,Kyrie,3,134.63,403.89
2024/3/15,Chicago,Luka,18,117.04,2106.72
2024/3/15,Chicago,Jordan,19,148.69,2825.11
2024/3/15,Chicago,LeBron,18,144.93,2608.74
2024/3/15,Chicago,KD,0,129.33,0
2024/3/15,Chicago,Kyrie,8,128.96,1031.68
2024/3/15,Houston,Luka,5,123.83,619.15
2024/3/15,Houston,Jordan,20,140.98,2819.6
2024/3/15,Houston,LeBron,14,137.68,1927.52
2024/3/15,Houston,KD,10,132.65,1326.5
2024/3/15,Houston,Kyrie,2,134.4,268.8
2024/3/15,Miami,Luka,8,111.32,890.56
2024/3/15,Miami,Jordan,10,148.71,1487.1
2024/3/15,Miami,LeBron,9,140.99,1268.91
2024/3/15,Miami,KD,9,133.94,1205.46
2024/3/15,Miami,Kyrie,8,130.32,1042.56
2024/3/16,New York,Luka,14,122.32,1712.48
2024/3/16,New York,Jordan,1,156.76,156.76
2024/3/16,New York,LeBron,19,135.95,2583.05
2024/3/16,New York,KD,15,126.8,1902
2024/3/16,New York,Kyrie,9,130.23,1172.07
2024/3/16,Los Angeles,Luka,7,110.91,776.37
2024/3/16,Los Angeles,Jordan,18,156.11,2809.98
2024/3/16,Los Angeles,LeBron,17,142.72,2426.24
2024/3/16,Los Angeles,KD,15,135.26,2028.9
2024/3/16,Los Angeles,Kyrie,19,128.57,2442.83
2024/3/16,Chicago,Luka,8,128.35,1026.8
2024/3/16,Chicago,Jordan,0,148.24,0
2024/3/16,Chicago,LeBron,8,134.58,1076.64
